host,assigned_family,matched_rule,rules_matched,nearest_rule,why_not,rows,S,sigma,kappa,zT,rule_description
Cu2Se0.92,cu2x_ag2x_liquid_like,cu2x_ag2x_liquid_like,cu2x_ag2x_liquid_like,,,18,12,18,4,17,"Cu2/Ag2 (Se,S,Te) liquid-like"
Cu2Te0.5Se0.5,cu2x_ag2x_liquid_like,cu2x_ag2x_liquid_like,cu2x_ag2x_liquid_like,,,9,7,7,5,7,"Cu2/Ag2 (Se,S,Te) liquid-like"
Cu5Ag3Te4,cu2x_ag2x_liquid_like,cu2x_ag2x_liquid_like,cu2x_ag2x_liquid_like,,,6,4,5,6,5,"Cu2/Ag2 (Se,S,Te) liquid-like"
Cu7.4S4,cu2x_ag2x_liquid_like,cu2x_ag2x_liquid_like,cu2x_ag2x_liquid_like,,,20,14,19,14,16,"Cu2/Ag2 (Se,S,Te) liquid-like"
Cu2SnS3,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,36,20,20,20,20,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
Cu3Sb0.89S4,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,31,7,28,7,7,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
Cu3Sb0.91S4,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,10,7,5,7,7,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
Cu3Sb0.91Se4,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,33,16,16,16,16,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
Cu3Sb0.94Se3S1,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,15,8,9,8,8,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
Cu3Sb0.95Se4,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,9,8,8,8,8,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
Cu3Sb0.9Se4,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,36,23,23,15,13,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
Ga0.95Cu1Te2,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,36,31,33,28,28,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
Ga1Cu0.9Te2,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,34,28,13,16,25,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
GaCuTe2,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,283,179,155,162,174,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
In0.65Ga0.35Cu1Te2,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,22,9,11,11,6,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
In0.95Cu1Se2,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,20,10,10,10,10,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
In4Cu3.62Te8,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,7,4,5,6,6,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
In4Cu3.68Te8,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,7,5,6,5,4,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
InCuTe2,diamond_like_cu,diamond_like_cu,diamond_like_cu,,,455,285,255,197,259,"Diamond-like Cu chalcogenides, CuInTe2 / CuGaTe2 1:1:2, Cu3SbSe4 3:1:4, Cu2SnSe3 2:1:3"
Al0.67V1Fe2Si0.33,full_heusler,full_heusler,full_heusler,,,3,0,3,0,0,Full-Heusler X2YZ (e.g. Fe2VAl)
Al1V1.05Fe2,full_heusler,full_heusler,full_heusler,,,46,17,36,0,0,Full-Heusler X2YZ (e.g. Fe2VAl)
HfCo2Sn,full_heusler,full_heusler,full_heusler,,,37,36,36,0,0,Full-Heusler X2YZ (e.g. Fe2VAl)
Mn0.87Fe2Si1,full_heusler,full_heusler,full_heusler,,,3,0,3,0,0,Full-Heusler X2YZ (e.g. Fe2VAl)
MnNi2Sn,full_heusler,full_heusler,full_heusler,,,5,5,0,0,0,Full-Heusler X2YZ (e.g. Fe2VAl)
Ti0.25V0.75Ga1Fe2,full_heusler,full_heusler,full_heusler,,,11,9,9,9,9,Full-Heusler X2YZ (e.g. Fe2VAl)
Ti0.95Fe2Sn1,full_heusler,full_heusler,full_heusler,,,15,14,11,3,0,Full-Heusler X2YZ (e.g. Fe2VAl)
Ti1.1Fe1.9Sn1,full_heusler,full_heusler,full_heusler,,,15,14,11,4,0,Full-Heusler X2YZ (e.g. Fe2VAl)
Ti1Fe1.2Co0.8Sn1,full_heusler,full_heusler,full_heusler,,,10,4,5,5,5,Full-Heusler X2YZ (e.g. Fe2VAl)
Ti1Fe1.8Co0.2Sn1,full_heusler,full_heusler,full_heusler,,,10,5,5,5,5,Full-Heusler X2YZ (e.g. Fe2VAl)
Ti1Fe2Si0.4Sn0.6,full_heusler,full_heusler,full_heusler,,,3,3,3,3,0,Full-Heusler X2YZ (e.g. Fe2VAl)
Ti1Fe2Si0.6Sn0.4,full_heusler,full_heusler,full_heusler,,,3,3,1,1,0,Full-Heusler X2YZ (e.g. Fe2VAl)
Ti1Fe2Si0.8Sn0.2,full_heusler,full_heusler,full_heusler,,,3,3,3,3,0,Full-Heusler X2YZ (e.g. Fe2VAl)
TiSbRu2,full_heusler,full_heusler,full_heusler,,,10,0,0,10,0,Full-Heusler X2YZ (e.g. Fe2VAl)
V0.9Ga1Fe2,full_heusler,full_heusler,full_heusler,,,4,3,2,2,2,Full-Heusler X2YZ (e.g. Fe2VAl)
Bi2Te4Pb,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,29,25,26,5,3,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Bi2Te5Pb2,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,7,5,5,4,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Ge3(BiTe3)2,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,9,9,9,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Ge4(SbTe2)7,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,7,4,4,3,4,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Ge4Sb2Te7,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,9,0,0,0,9,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Ge4Sb5Te11,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,7,5,5,4,5,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
GeBi4Te7,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,12,8,10,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn(BiTe2)2,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,233,206,217,61,107,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn0.93Bi2Te4,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,28,24,25,15,25,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn0.95Bi2Te4,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,27,23,23,13,23,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn1.1Bi1.9Te4,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,13,13,13,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn1.2Bi1.8Te4,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,13,13,12,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn1Bi0.5Te1.75,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,13,6,12,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn1Bi2.5Te5,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,9,4,7,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn2Bi2Te5,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,13,13,13,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Ge0.85Te1Pb0.12,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,10,6,5,6,5,"GeTe-type, Ge (majority cation) with Te"
Ge0.85Te1Pb0.1455,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,10,6,6,6,6,"GeTe-type, Ge (majority cation) with Te"
Ge0.85Te1Pb0.1485,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,11,6,6,5,6,"GeTe-type, Ge (majority cation) with Te"
Ge0.87Te1.15Pb0.13,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,13,13,13,13,12,"GeTe-type, Ge (majority cation) with Te"
Ge0.882Te1,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,14,12,10,8,10,"GeTe-type, Ge (majority cation) with Te"
Ge0.88Te1,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,17,9,7,6,11,"GeTe-type, Ge (majority cation) with Te"
Ge0.935Te1,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,18,6,10,10,9,"GeTe-type, Ge (majority cation) with Te"
Ge0.945Te1,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,12,7,7,6,5,"GeTe-type, Ge (majority cation) with Te"
Ge0.95Te0.95,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,9,8,8,8,5,"GeTe-type, Ge (majority cation) with Te"
Ge19Te22,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,225,208,192,144,142,"GeTe-type, Ge (majority cation) with Te"
Ge1Te1.06,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,51,50,46,16,16,"GeTe-type, Ge (majority cation) with Te"
Ge1Te1.0684,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,54,16,16,27,16,"GeTe-type, Ge (majority cation) with Te"
Ge1Te1.115,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,11,0,0,0,11,"GeTe-type, Ge (majority cation) with Te"
Ge25Te23,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,39,30,27,22,35,"GeTe-type, Ge (majority cation) with Te"
Ge87Te100Pb13,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,15,15,15,15,15,"GeTe-type, Ge (majority cation) with Te"
DyNiSb,half_heusler,half_heusler,half_heusler,,,39,31,39,20,20,Half-Heusler XYZ 1:1:1
Hf0.21Zr0.49Ti0.3Ni1Sn1,half_heusler,half_heusler,half_heusler,,,12,6,6,5,6,Half-Heusler XYZ 1:1:1
Hf0.2Ti0.8Ni1.1Sn1,half_heusler,half_heusler,half_heusler,,,10,10,9,0,0,Half-Heusler XYZ 1:1:1
Hf0.69Zr0.3Ni1Sn1,half_heusler,half_heusler,half_heusler,,,19,10,8,10,10,Half-Heusler XYZ 1:1:1
Hf1.5Ti1.25Ni2.75Sn2.75,half_heusler,half_heusler,half_heusler,,,7,0,0,0,7,Half-Heusler XYZ 1:1:1
Lu1Ni1Sn0.5Sb0.5,half_heusler,half_heusler,half_heusler,,,17,14,14,0,0,Half-Heusler XYZ 1:1:1
Nb0.387V0.473Fe1Sb1,half_heusler,half_heusler,half_heusler,,,6,0,1,0,5,Half-Heusler XYZ 1:1:1
Nb0.516V0.344Fe1Sb1,half_heusler,half_heusler,half_heusler,,,5,0,1,0,4,Half-Heusler XYZ 1:1:1
NbFeSb,half_heusler,half_heusler,half_heusler,,,190,81,114,71,62,Half-Heusler XYZ 1:1:1
Ta0.25Nb0.375V0.375Co1Sb1,half_heusler,half_heusler,half_heusler,,,8,4,4,4,5,Half-Heusler XYZ 1:1:1
Ti1Co0.92Sb1,half_heusler,half_heusler,half_heusler,,,19,11,9,10,10,Half-Heusler XYZ 1:1:1
Ti1Ni0.94Sn1,half_heusler,half_heusler,half_heusler,,,13,9,0,8,0,Half-Heusler XYZ 1:1:1
Ti7Nb27(Fe17Sb16)2,half_heusler,half_heusler,half_heusler,,,5,5,5,0,0,Half-Heusler XYZ 1:1:1
Zr0.8Ti0.2Ni1.1Sn1,half_heusler,half_heusler,half_heusler,,,39,24,33,21,14,Half-Heusler XYZ 1:1:1
Zr0.95Co1Sb1,half_heusler,half_heusler,half_heusler,,,16,10,10,10,12,Half-Heusler XYZ 1:1:1
Ag0.88Sb1Te2,i_v_vi2,i_v_vi2,i_v_vi2,,,13,8,9,3,3,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag0.93Sb1.07Te2,i_v_vi2,i_v_vi2,i_v_vi2,,,16,15,15,5,15,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb1Te0.5Se1.5,i_v_vi2,i_v_vi2,i_v_vi2,,,10,10,0,0,0,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb1Te1.25Se0.75,i_v_vi2,i_v_vi2,i_v_vi2,,,9,9,0,0,0,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb1Te1.75Se0.25,i_v_vi2,i_v_vi2,i_v_vi2,,,10,10,0,0,9,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb1Te1.8,i_v_vi2,i_v_vi2,i_v_vi2,,,9,9,9,9,9,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb1Te1.85,i_v_vi2,i_v_vi2,i_v_vi2,,,35,33,24,25,35,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag5Sb5Te7Se3,i_v_vi2,i_v_vi2,i_v_vi2,,,16,15,16,11,11,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag5Sb5Te9Se,i_v_vi2,i_v_vi2,i_v_vi2,,,16,16,15,11,8,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
AgBiS2,i_v_vi2,i_v_vi2,i_v_vi2,,,14,14,8,5,14,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
AgBiSe2,i_v_vi2,i_v_vi2,i_v_vi2,,,208,182,163,132,166,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
AgBiSeS,i_v_vi2,i_v_vi2,i_v_vi2,,,121,73,78,72,101,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
AgSbSe2,i_v_vi2,i_v_vi2,i_v_vi2,,,283,259,221,185,229,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Cu4Bi4S9,i_v_vi2,i_v_vi2,i_v_vi2,,,6,0,0,5,6,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
CuSbSe2,i_v_vi2,i_v_vi2,i_v_vi2,,,12,6,4,10,5,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
In1.6O3,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,11,10,11,0,0,In2O3-based oxide (In is the majority cation)
In1.84O3,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,16,10,10,10,10,In2O3-based oxide (In is the majority cation)
In1.88O3,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,12,11,10,10,10,In2O3-based oxide (In is the majority cation)
In3.8Sn3O12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,4,4,0,0,0,In2O3-based oxide (In is the majority cation)
In4(SnO4)3,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,128,74,48,55,44,In2O3-based oxide (In is the majority cation)
In4.625Sn1Sb1O12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,13,10,8,5,5,In2O3-based oxide (In is the majority cation)
In4Sn2.7O12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,4,4,0,0,0,In2O3-based oxide (In is the majority cation)
In4Sn3.6O12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,9,4,0,5,0,In2O3-based oxide (In is the majority cation)
In4Sn3.8O12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,3,3,0,0,0,In2O3-based oxide (In is the majority cation)
In5.6Ga2.4Sn2O16,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,20,10,10,10,10,In2O3-based oxide (In is the majority cation)
In5O8,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,6,6,0,0,0,In2O3-based oxide (In is the majority cation)
In5SnSbO12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,43,30,27,15,15,In2O3-based oxide (In is the majority cation)
