host,assigned_family,matched_rule,rules_matched,nearest_rule,why_not,rows,S,sigma,kappa,zT,rule_description
Ge27Sb19Te54,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,9,5,4,5,5,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Ge4Sb5Te11,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,7,5,5,4,5,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sb0.8Te1.8Pb0.6,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,9,9,9,2,2,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn0.7Ge1.3Sb2Te5,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,9,6,5,6,1,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn1Bi0.5Te1.75,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,13,6,12,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn1Bi4.5Te8,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,12,6,11,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Sn2Bi2Te5,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,13,13,13,0,0,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
SnBi4Te7,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,gete_sb2te3_pseudobinary,,,86,60,82,1,7,"(Ge, Pb or Sn)Te with Sb2Te3 or Bi2Te3, charge-balanced"
Ge0.65Te1Pb0.35,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,3,3,2,3,3,"GeTe-type, Ge (majority cation) with Te"
Ge0.736Te1Pb0.184,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,9,5,6,5,6,"GeTe-type, Ge (majority cation) with Te"
Ge0.75Te1.09Pb0.25,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,32,32,32,16,16,"GeTe-type, Ge (majority cation) with Te"
Ge0.82Te1Pb0.18,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,5,5,4,4,5,"GeTe-type, Ge (majority cation) with Te"
Ge0.85Te1Pb0.1455,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,10,6,6,6,6,"GeTe-type, Ge (majority cation) with Te"
Ge0.878Sb0.13Te1,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,16,8,10,9,10,"GeTe-type, Ge (majority cation) with Te"
Ge0.87Sb0.1Te1,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,48,26,25,27,29,"GeTe-type, Ge (majority cation) with Te"
Ge0.8Te1Pb0.2,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,9,6,6,5,6,"GeTe-type, Ge (majority cation) with Te"
Ge0.95Te1.1,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,119,64,63,66,99,"GeTe-type, Ge (majority cation) with Te"
Ge17(SbTe10)2,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,345,283,303,299,315,"GeTe-type, Ge (majority cation) with Te"
Ge1Te1.115,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,11,0,0,0,11,"GeTe-type, Ge (majority cation) with Te"
Ge33Sb14Te53,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,8,5,4,4,4,"GeTe-type, Ge (majority cation) with Te"
Ge36Sb11Te52,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,7,5,4,4,5,"GeTe-type, Ge (majority cation) with Te"
Ge4.5Sb2Te7.5,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,18,17,0,9,13,"GeTe-type, Ge (majority cation) with Te"
Ge43Sb5.5Te52,gete_type,gete_type,gete_type;iv_vi_rocksalt,,,9,4,5,4,4,"GeTe-type, Ge (majority cation) with Te"
Hf0.2Ti0.8Fe0.3Co0.2Ni0.5Sb1,half_heusler,half_heusler,half_heusler,,,7,6,6,5,6,Half-Heusler XYZ 1:1:1
Hf0.2Ti0.8Ni1Sn1,half_heusler,half_heusler,half_heusler,,,93,68,83,32,34,Half-Heusler XYZ 1:1:1
Hf0.576Zr0.384Ni1Sn1,half_heusler,half_heusler,half_heusler,,,20,14,20,6,3,Half-Heusler XYZ 1:1:1
Hf0.5994Zr0.3996Ni1Sn1,half_heusler,half_heusler,half_heusler,,,4,0,0,4,0,Half-Heusler XYZ 1:1:1
Hf0.5Ti0.5Ni0.5Sn1Pd0.5,half_heusler,half_heusler,half_heusler,,,16,10,11,10,6,Half-Heusler XYZ 1:1:1
Hf0.5Zr0.5Co0.4Sn0.4Sb0.6Rh0.6,half_heusler,half_heusler,half_heusler,,,19,17,18,10,18,Half-Heusler XYZ 1:1:1
Hf0.5Zr0.5Ni0.5Sn1Pd0.5,half_heusler,half_heusler,half_heusler,,,19,11,9,9,11,Half-Heusler XYZ 1:1:1
Hf0.75Ti0.25Ni1Sn1,half_heusler,half_heusler,half_heusler,,,17,9,10,6,8,Half-Heusler XYZ 1:1:1
Ti0.2Nb0.8Fe1Sb1,half_heusler,half_heusler,half_heusler,,,183,98,97,108,129,Half-Heusler XYZ 1:1:1
Ti0.9Co1Sb1,half_heusler,half_heusler,half_heusler,,,101,53,52,42,35,Half-Heusler XYZ 1:1:1
Ti1.1Ni1Sn1,half_heusler,half_heusler,half_heusler,,,48,37,48,19,35,Half-Heusler XYZ 1:1:1
Ti1Fe0.2Co0.8Sb1,half_heusler,half_heusler,half_heusler,,,16,11,8,10,10,Half-Heusler XYZ 1:1:1
Ti99Ni107Sn103,half_heusler,half_heusler,half_heusler,,,19,18,14,8,9,Half-Heusler XYZ 1:1:1
Zr0.7Ti0.2Ni1Sn1,half_heusler,half_heusler,half_heusler,,,42,42,0,0,0,Half-Heusler XYZ 1:1:1
Zr0.86Co1Sb1,half_heusler,half_heusler,half_heusler,,,14,10,12,10,12,Half-Heusler XYZ 1:1:1
Ag0.85Sb0.85Te1.85,i_v_vi2,i_v_vi2,i_v_vi2,,,12,0,0,0,12,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag0.88Sb1Te2,i_v_vi2,i_v_vi2,i_v_vi2,,,13,8,9,3,3,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb0.92Se2,i_v_vi2,i_v_vi2,i_v_vi2,,,9,9,9,8,9,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb0.94Te2,i_v_vi2,i_v_vi2,i_v_vi2,,,10,6,6,6,6,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb0.95Te2,i_v_vi2,i_v_vi2,i_v_vi2,,,39,39,39,20,31,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb0.9Se2,i_v_vi2,i_v_vi2,i_v_vi2,,,14,14,0,0,0,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb1Te0.25Se1.75,i_v_vi2,i_v_vi2,i_v_vi2,,,6,6,0,0,6,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb1Te1.85,i_v_vi2,i_v_vi2,i_v_vi2,,,35,33,24,25,35,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag1Sb1Te1.9,i_v_vi2,i_v_vi2,i_v_vi2,,,24,21,22,20,22,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag26Sb24Te49,i_v_vi2,i_v_vi2,i_v_vi2,,,14,13,14,14,14,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Ag5Sb5(Te4Se)2,i_v_vi2,i_v_vi2,i_v_vi2,,,16,16,16,10,11,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
AgBiSe2,i_v_vi2,i_v_vi2,i_v_vi2,,,208,182,163,132,166,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Cu1Sb0.91Se2,i_v_vi2,i_v_vi2,i_v_vi2,,,9,8,6,7,7,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Cu4Bi4S9,i_v_vi2,i_v_vi2,i_v_vi2,,,6,0,0,5,6,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
Cu4Bi4Se9,i_v_vi2,i_v_vi2,i_v_vi2,,,4,1,0,3,2,"I-V-VI2 (Ag or Cu; Sb or Bi; Te, Se or S), 1:1:2"
CdIn2O4,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,4,4,0,0,0,In2O3-based oxide (In is the majority cation)
In0.95O1.5,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,34,17,17,0,0,In2O3-based oxide (In is the majority cation)
In1N0.86O0.82,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,5,5,0,0,0,In2O3-based oxide (In is the majority cation)
In29O48,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,8,8,0,0,0,In2O3-based oxide (In is the majority cation)
In2Pd0.3O3,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,16,16,0,0,0,In2O3-based oxide (In is the majority cation)
In3.8Sn3O12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,4,4,0,0,0,In2O3-based oxide (In is the majority cation)
In3GaSnO8,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,16,9,9,10,9,In2O3-based oxide (In is the majority cation)
In4.625Sn1Sb1O12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,13,10,8,5,5,In2O3-based oxide (In is the majority cation)
In4Sn2.7O12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,4,4,0,0,0,In2O3-based oxide (In is the majority cation)
In4Sn3.6O12,in2o3_based,in2o3_based,in2o3_based;other_oxide,,,9,4,0,5,0,In2O3-based oxide (In is the majority cation)
